1;0;484.00;9.50;6.00;0.00;0.72
2;0;633.00;10.20;17.00;0.00;0.76
3;0;723.00;11.90;24.00;0.00;1.16
4;0;856.00;10.70;32.00;0.00;1.48
5;0;1010.00;11.80;33.00;0.00;1.44
6;0;1160.00;12.35;42.00;0.00;1.80
7;0;1329.00;10.90;33.00;0.00;1.48
8;0;1490.00;11.62;32.00;0.00;1.48
9;0;1645.00;11.02;25.00;0.00;1.16
10;0;1766.00;10.67;31.00;0.00;1.44
11;0;1885.00;10.60;33.00;0.00;1.60
12;0;2061.00;11.40;43.00;0.00;2.12
13;0;2169.00;10.10;9.00;0.00;0.64
14;0;2776.00;10.47;17.00;0.00;0.96
15;0;2910.00;11.05;29.00;0.00;1.40
16;0;3008.00;11.60;33.00;0.00;1.44
17;0;3091.00;11.37;37.00;0.00;1.56
18;0;3176.00;10.20;34.00;0.00;1.44
19;0;3255.00;10.50;31.00;0.00;1.44
20;0;3352.00;11.35;35.00;0.00;1.48
21;0;3461.00;11.30;25.00;0.00;1.24
22;0;3551.00;11.45;32.00;0.00;1.40
23;0;3661.00;10.60;33.00;0.00;1.48
24;0;3816.00;11.85;37.00;0.00;1.68
25;0;3942.00;10.92;46.00;0.00;1.96
26;0;4032.00;11.75;41.00;0.00;1.84
27;0;4135.00;11.35;34.00;0.00;1.48
28;0;4273.00;11.15;23.00;0.00;1.24
29;0;4442.00;11.75;35.00;0.00;1.64
30;0;4633.00;11.65;39.00;0.00;2.32
31;0;4780.00;11.35;34.00;0.00;1.68
32;0;4967.00;11.00;31.00;0.00;1.48
33;0;5212.00;11.12;28.00;0.00;1.40
34;0;5434.00;10.55;16.00;0.00;1.00
35;0;1963.00;10.85;81.00;0.00;1.80
36;0;1587.00;10.07;71.00;0.00;1.16
37;0;2037.00;10.20;107.00;0.00;1.60
38;0;590.00;9.62;72.00;0.00;0.32
39;0;576.00;9.60;75.00;0.00;0.36
40;0;549.00;10.60;90.00;0.00;0.76
41;0;565.00;10.35;97.00;0.00;0.56
42;0;5388.00;10.32;111.00;0.00;0.88
43;0;2106.00;11.55;127.00;0.00;1.28
44;0;533.00;9.92;119.00;0.00;0.72
45;0;5438.00;10.20;127.00;0.00;1.16
46;0;5322.00;10.20;115.00;0.00;0.68
47;0;5255.00;10.37;126.00;0.00;1.16
48;0;552.00;11.20;123.00;0.00;0.48
49;0;669.00;9.50;116.00;0.00;0.32
50;0;5207.00;10.95;156.00;0.00;1.48
51;0;4392.00;11.10;717.00;0.00;0.32
52;0;4382.00;11.65;698.00;0.00;0.44
53;0;545.00;11.05;147.00;0.00;0.36
54;0;5292.00;10.50;168.00;0.00;1.40
55;0;529.00;9.50;156.00;0.00;0.52
56;0;4390.00;9.50;148.00;0.00;0.48
57;0;5151.00;10.37;171.00;0.00;1.16
58;0;2630.00;10.52;154.00;0.00;0.68
59;0;2654.00;10.57;154.00;0.00;0.68
60;0;5027.00;9.50;144.00;0.00;0.28
61;0;5387.00;13.05;180.00;0.00;1.76
62;0;5486.00;10.50;178.00;0.00;1.40
63;0;2123.00;9.60;165.00;0.00;0.96
64;0;3114.00;9.77;545.00;0.00;0.12
65;0;3133.00;10.52;524.00;0.00;0.16
66;0;4376.00;12.80;806.00;0.00;0.32
67;0;4301.00;15.60;810.00;0.00;0.60
68;0;544.00;11.07;165.00;0.00;0.52
69;0;4467.00;9.60;167.00;0.00;0.64
70;0;3115.00;10.27;549.00;0.00;0.12
71;0;3225.00;10.25;517.00;0.00;0.16
72;0;4611.00;9.50;172.00;0.00;0.32
73;0;2603.00;9.97;173.00;0.00;0.96
74;0;4281.00;13.25;859.00;0.00;0.48
75;0;4123.00;11.67;737.00;0.00;0.80
76;0;519.00;9.62;185.00;0.00;0.28
77;0;4986.00;9.50;173.00;0.00;0.16
78;0;2686.00;9.97;177.00;0.00;1.16
79;0;533.00;11.25;184.00;0.00;0.52
80;0;4865.00;9.50;185.00;0.00;0.48
81;0;5188.00;10.87;215.00;0.00;1.64
82;0;4958.00;9.50;183.00;0.00;0.32
83;0;4544.00;9.60;179.00;0.00;0.08
84;0;2618.00;10.15;188.00;0.00;0.92
85;0;2153.00;9.50;198.00;0.00;0.48
86;0;563.00;9.60;189.00;0.00;0.24
87;0;5128.00;10.80;226.00;0.00;1.40
88;0;5348.00;11.00;219.00;0.00;1.56
89;0;4975.00;9.50;192.00;0.00;0.28
90;0;574.00;9.75;192.00;0.00;0.28
91;0;2671.00;10.10;194.00;0.00;1.12
92;0;5260.00;12.17;223.00;0.00;1.52
93;0;4438.00;9.50;191.00;0.00;0.16
94;0;535.00;11.12;200.00;0.00;0.40
95;0;570.00;9.85;199.00;0.00;0.40
96;0;586.00;9.85;196.00;0.00;0.32
97;0;4487.00;9.50;201.00;0.00;0.32
98;0;4233.00;13.05;818.00;0.00;0.32
99;0;594.00;10.00;201.00;0.00;0.44
100;0;4603.00;9.50;195.00;0.00;0.12
101;0;4826.00;9.50;198.00;0.00;0.28
102;0;5523.00;10.20;231.00;0.00;1.32
103;0;604.00;10.02;205.00;0.00;0.52
104;0;626.00;9.77;203.00;0.00;0.44
105;0;514.00;9.70;204.00;0.00;0.28
106;0;4639.00;9.50;208.00;0.00;0.24
107;0;524.00;11.35;211.00;0.00;0.28
108;0;4691.00;9.50;218.00;0.00;0.48
109;0;5431.00;12.60;238.00;0.00;1.64
110;0;574.00;9.85;210.00;0.00;0.40
111;0;654.00;9.65;206.00;0.00;0.36
112;0;4955.00;9.50;203.00;0.00;0.12
113;0;2549.00;9.97;225.00;0.00;0.96
114;0;610.00;10.30;214.00;0.00;0.44
115;0;512.00;9.60;207.00;0.00;0.12
116;0;644.00;10.10;215.00;0.00;0.48
117;0;669.00;10.17;219.00;0.00;0.68
118;0;4779.00;9.50;216.00;0.00;0.52
119;0;537.00;11.25;218.00;0.00;0.44
120;0;5316.00;11.07;247.00;0.00;1.48
121;0;4231.00;12.70;754.00;0.00;0.44
122;0;581.00;9.97;218.00;0.00;0.40
123;0;4929.00;9.50;220.00;0.00;0.44
124;0;617.00;10.52;221.00;0.00;0.48
125;0;690.00;10.55;227.00;0.00;0.88
126;0;4569.00;9.72;220.00;0.00;0.32
127;0;4336.00;11.72;695.00;0.00;0.36
128;0;4598.00;9.50;215.00;0.00;0.20
129;0;2727.00;9.97;218.00;0.00;1.16
130;0;721.00;10.00;222.00;0.00;0.36
131;0;515.00;10.70;221.00;0.00;0.24
132;0;586.00;10.05;227.00;0.00;0.48
133;0;632.00;10.67;230.00;0.00;0.72
134;0;736.00;10.85;227.00;0.00;0.44
135;0;4466.00;9.60;229.00;0.00;0.48
136;0;4208.00;12.40;561.00;0.00;0.36
137;0;4955.00;9.50;222.00;0.00;0.16
138;0;596.00;10.60;230.00;0.00;0.44
139;0;2565.00;10.15;241.00;0.00;0.96
140;0;709.00;10.85;232.00;0.00;0.44
141;0;4599.00;9.50;226.00;0.00;0.28
142;0;4184.00;9.60;230.00;0.00;0.36
143;0;4135.00;10.20;579.00;0.00;0.36
144;0;2640.00;10.20;243.00;0.00;0.68
