0;0;0;0;land;false;unknown;0
1;215;245;129;land;true;plains;1
2;194;231;142;land;true;plains;1
3;178;95;238;land;true;plains;1
4;130;249;194;land;true;plains;1
5;170;180;225;land;true;plains;1
6;223;194;189;land;true;plains;1
7;210;245;164;land;true;plains;1
8;234;207;69;land;true;plains;1
9;175;182;248;land;false;plains;1
10;213;179;249;land;true;plains;1
11;218;227;178;land;true;plains;1
12;126;214;250;land;true;plains;1
13;139;191;241;land;true;plains;1
14;164;191;157;land;true;plains;1
15;236;234;161;land;true;plains;1
16;213;241;188;land;true;plains;1
17;117;236;244;land;true;plains;1
18;181;218;128;land;true;plains;1
19;248;138;231;land;true;plains;1
20;254;145;159;land;true;plains;1
21;205;127;174;land;true;plains;1
22;217;109;233;land;true;plains;1
23;154;236;248;land;true;plains;1
24;230;197;187;land;true;plains;1
25;223;211;234;land;true;plains;1
26;238;159;237;land;true;plains;1
27;233;149;244;land;true;plains;1
28;207;193;127;land;true;plains;1
29;92;221;226;land;true;plains;1
30;104;221;195;land;true;plains;1
31;156;244;242;land;true;plains;1
32;179;179;222;land;true;plains;1
33;243;121;187;land;true;plains;1
34;233;47;225;land;true;plains;1
35;152;251;244;land;true;plains;1
36;249;62;203;land;true;plains;1
37;207;245;58;land;true;plains;1
38;218;87;230;land;true;desert;1
39;251;237;153;land;true;desert;1
40;148;214;219;land;true;desert;1
41;178;233;211;land;true;desert;1
42;226;97;206;land;true;plains;1
43;151;165;200;land;true;plains;1
44;197;101;237;land;true;desert;1
45;236;50;254;land;true;plains;1
46;210;220;98;land;true;plains;1
47;227;66;228;land;true;plains;1
48;175;151;225;land;true;desert;1
49;83;220;235;land;true;plains;1
50;206;222;224;land;true;plains;1
51;231;138;199;land;false;desert;1
52;180;218;169;land;false;desert;1
53;251;239;133;land;true;desert;1
54;164;220;248;land;false;plains;1
55;60;233;236;land;true;desert;1
56;219;154;184;land;true;plains;1
57;156;164;195;land;true;plains;1
58;191;238;188;land;true;urban;1
59;226;112;181;land;true;urban;1
60;237;161;229;land;true;plains;1
61;6;104;11;land;false;plains;1
62;244;147;247;land;true;plains;1
63;164;157;189;land;true;plains;1
64;234;92;227;land;true;desert;1
65;230;160;246;land;true;urban;1
66;131;131;247;land;false;desert;1
67;191;243;214;land;false;desert;1
68;253;183;104;land;true;desert;1
69;153;189;237;land;true;plains;1
70;101;216;252;land;true;urban;1
71;136;155;245;land;true;urban;1
72;125;204;248;land;true;plains;1
73;81;243;184;land;true;urban;1
74;254;159;248;land;false;mountain;1
75;217;227;191;land;false;desert;1
76;233;230;199;land;true;forest;1
77;167;250;135;land;true;plains;1
78;222;82;242;land;true;urban;1
79;230;111;166;land;true;desert;1
80;131;235;153;land;true;plains;1
81;166;198;175;land;false;plains;1
82;249;30;229;land;true;plains;1
83;122;147;246;land;true;plains;1
84;182;182;213;land;true;urban;1
85;122;214;248;land;true;plains;1
86;87;224;209;land;true;plains;1
87;202;235;82;land;true;plains;1
88;14;11;100;land;false;plains;1
89;105;212;214;land;true;plains;1
90;118;184;248;land;true;plains;1
91;151;135;250;land;true;urban;1
92;233;229;98;land;false;plains;1
93;218;147;178;land;true;plains;1
94;222;118;187;land;true;desert;1
95;104;194;240;land;true;plains;1
96;211;79;218;land;true;plains;1
97;227;196;254;land;true;plains;1
98;204;151;222;land;false;desert;1
99;251;158;203;land;true;urban;1
100;215;78;208;land;true;plains;1
101;205;215;192;land;true;plains;1
102;202;207;190;land;true;plains;1
103;234;117;161;land;true;urban;1
104;162;192;223;land;true;urban;1
105;254;181;176;land;true;forest;1
106;241;63;245;land;true;plains;1
107;219;139;248;land;false;desert;1
108;245;181;172;land;true;plains;1
109;233;189;220;land;false;plains;1
110;216;205;167;land;true;plains;1
111;245;70;254;land;true;plains;1
112;112;241;223;land;true;plains;1
113;189;198;226;land;true;urban;1
114;210;155;193;land;false;urban;1
115;35;5;61;land;true;urban;1
116;121;143;254;land;false;plains;1
117;109;203;225;land;true;plains;1
118;183;237;168;land;true;plains;1
119;251;70;210;land;true;desert;1
120;16;82;10;land;false;plains;1
121;228;192;104;land;false;desert;1
122;124;246;158;land;true;urban;1
123;239;220;64;land;true;plains;1
124;192;74;243;land;false;urban;1
125;225;211;232;land;true;plains;1
126;45;246;216;land;true;plains;1
127;200;206;159;land;false;desert;1
128;154;237;243;land;true;plains;1
129;190;248;95;land;true;urban;1
130;200;159;188;land;true;plains;1
131;254;180;224;land;true;hills;1
132;148;165;191;land;true;urban;1
133;205;136;190;land;false;plains;1
134;213;233;126;land;true;plains;1
135;104;183;243;land;true;plains;1
136;179;197;160;land;false;desert;1
137;227;172;246;land;true;plains;1
138;203;208;224;land;false;urban;1
139;159;215;220;land;true;urban;1
140;232;209;118;land;false;plains;1
141;120;246;174;land;true;plains;1
142;227;96;228;land;true;jungle;1
143;156;211;191;land;false;desert;1
144;252;246;241;land;true;urban;1
145;137;204;185;land;true;plains;1
146;212;131;246;land;false;desert;1
147;91;211;208;land;true;desert;1
148;214;215;131;land;true;jungle;1
149;205;137;227;land;true;urban;1
150;158;192;222;land;false;urban;1
151;38;247;231;land;false;plains;1
152;215;201;164;land;true;mountain;1
153;25;247;251;land;true;plains;1
154;204;200;150;land;true;forest;1
155;241;64;230;land;false;mountain;1
156;122;242;190;land;true;urban;1
157;244;166;157;land;true;plains;1
158;243;215;142;land;true;plains;1
159;172;153;241;land;true;plains;1
160;243;138;170;land;false;plains;1
161;190;132;238;land;true;urban;1
162;243;230;245;land;false;plains;1
163;250;72;246;land;false;desert;1
164;147;165;252;land;true;jungle;1
165;142;188;225;land;true;jungle;1
166;175;161;197;land;true;urban;1
167;194;203;227;land;true;hills;1
168;105;214;202;land;true;mountain;1
169;185;220;230;land;true;jungle;1
170;207;225;254;land;true;desert;1
171;48;28;69;land;false;plains;1
172;214;145;246;land;true;plains;1
173;23;99;24;land;true;urban;1
174;190;188;219;land;true;jungle;1
175;206;105;245;land;true;plains;1
176;194;195;114;land;true;desert;1
177;181;182;187;land;false;plains;1
178;189;170;228;land;false;plains;1
179;20;1;104;land;true;jungle;1
180;219;71;213;land;true;jungle;1
181;251;206;92;land;true;mountain;1
182;216;195;180;land;false;forest;1
183;251;137;169;land;true;plains;1
184;113;198;249;land;true;hills;1
185;44;19;65;land;false;plains;1
186;233;152;183;land;true;jungle;1
187;235;121;248;land;false;plains;1
188;239;74;201;land;false;mountain;1
189;223;178;169;land;false;mountain;1
190;38;95;1;land;true;urban;1
191;155;242;224;land;true;jungle;1
192;109;248;234;land;true;jungle;1
193;190;174;176;land;true;plains;1
194;56;10;70;land;false;urban;1
195;10;37;89;land;false;urban;1
196;18;41;44;land;false;mountain;1
197;250;114;201;land;true;urban;1
198;250;159;147;land;false;plains;1
199;56;239;240;land;true;urban;1
200;171;218;134;land;true;jungle;1
201;233;147;129;land;false;plains;1
202;38;72;25;land;true;urban;1
203;233;161;244;land;false;jungle;1
204;32;26;89;land;false;urban;1
205;165;115;228;land;false;plains;1
206;171;243;229;land;true;mountain;1
207;93;168;240;land;false;plains;1
208;218;214;97;land;false;plains;1
209;228;129;151;land;true;jungle;1
210;227;66;210;land;true;plains;1
211;123;242;146;land;true;plains;1
212;158;208;221;land;true;desert;1
213;223;151;251;land;false;plains;1
214;36;43;51;land;true;urban;1
215;50;66;4;land;true;urban;1
216;194;239;249;land;false;hills;1
217;94;229;234;land;true;mountain;1
218;238;166;191;land;true;jungle;1
219;106;233;230;land;false;plains;1
220;202;91;213;land;true;plains;1
221;155;171;181;land;false;plains;1
222;250;208;201;land;true;hills;1
223;104;203;218;land;true;hills;1
224;198;195;181;land;true;plains;1
225;215;240;97;land;true;plains;1
226;187;249;215;land;false;mountain;1
227;229;229;175;land;false;hills;1
228;226;186;218;land;false;urban;1
229;137;249;225;land;false;mountain;1
230;218;50;240;land;true;jungle;1
231;228;249;199;land;true;plains;1
232;253;179;103;land;true;mountain;1
233;216;254;76;land;false;hills;1
234;232;204;122;land;true;plains;1
235;230;159;216;land;true;plains;1
236;222;152;214;land;true;plains;1
237;251;202;233;land;false;mountain;1
238;210;232;119;land;true;jungle;1
239;67;24;48;land;false;plains;1
240;198;246;122;land;true;hills;1
241;254;240;112;land;true;jungle;1
242;240;140;179;land;false;plains;1
243;144;189;216;land;false;plains;1
244;237;106;162;land;true;desert;1
245;168;183;205;land;true;hills;1
246;165;116;243;land;true;urban;1
247;181;241;112;land;false;mountain;1
248;203;154;174;land;true;plains;1
249;199;252;208;land;true;urban;1
250;186;198;246;land;true;urban;1
251;228;181;180;land;false;hills;1
252;198;249;84;land;true;jungle;1
253;156;248;238;land;false;plains;1
254;175;147;191;land;false;plains;1
255;100;216;218;land;true;hills;1
256;132;152;250;land;true;urban;1
257;207;230;165;land;false;desert;1
258;217;63;231;land;true;jungle;1
259;134;224;217;land;false;plains;1
260;191;213;249;land;false;plains;1
261;199;196;161;land;false;desert;1
262;244;219;197;land;true;desert;1
263;217;125;243;land;false;mountain;1
264;242;233;195;land;true;jungle;1
265;160;216;167;land;true;plains;1
266;121;206;241;land;false;hills;1
267;168;162;229;land;true;plains;1
268;153;242;183;land;true;jungle;1
269;217;230;153;land;false;plains;1
270;211;208;198;land;true;jungle;1
271;208;237;124;land;false;hills;1
272;15;116;2;land;true;urban;1
273;169;159;189;land;true;plains;1
274;241;216;89;land;true;plains;1
275;236;111;170;land;true;jungle;1
276;169;114;242;land;true;jungle;1
277;2;139;4;land;false;urban;1
278;47;36;64;land;true;jungle;1
279;4;106;8;land;true;jungle;1
280;247;232;97;land;true;plains;1
281;138;238;147;land;false;plains;1
282;197;142;166;land;true;mountain;1
283;224;136;200;land;true;plains;1
284;168;225;216;land;false;plains;1
285;180;77;253;lake;false;lakes;0
286;240;191;113;land;true;urban;1
287;238;163;228;land;true;jungle;1
288;211;245;52;land;false;plains;1
289;224;183;232;land;true;plains;1
290;134;240;188;land;false;mountain;1
291;241;251;193;land;false;plains;1
292;122;157;243;land;false;mountain;1
293;229;76;238;land;true;jungle;1
294;254;224;59;land;false;plains;1
295;154;217;204;land;false;plains;1
296;241;222;96;land;false;mountain;1
297;102;210;217;land;false;desert;1
298;209;108;237;land;false;mountain;1
299;198;127;201;land;true;desert;1
300;206;224;242;land;false;plains;1
301;62;196;251;land;false;jungle;1
302;193;231;242;land;true;desert;1
303;129;191;215;land;false;mountain;1
304;244;191;67;land;true;urban;1
305;213;242;184;land;true;urban;1
306;225;149;252;land;true;desert;1
307;204;194;225;land;true;plains;1
308;247;244;246;land;false;mountain;1
309;240;233;150;land;true;plains;1
310;180;230;235;land;false;plains;1
311;210;253;122;land;true;hills;1
312;114;237;198;land;false;plains;1
313;153;241;195;land;false;mountain;1
314;221;221;70;land;true;plains;1
315;201;80;235;land;true;desert;1
